ICu7egq6pp6SICPysO0760kKDheIqkERjzv134dQ;9 = 0;TxTeoM5VYi266RqQLCBvKElJm2P8ryavwRfwvbiV;j7LEQjuYTZ9V2FbDFCr9bxEo6RoZntNqChV9FaCG
j7LEQjuYTZ9V2FbDFCr9bxEo6RoZntNqChV9FaCG;18 = 0;PYwjvG0J7JUCmbtSsm8YlyRT2SnPVtUTiqDX7kfs;IDsK1T8FwrdrlETYk0iPVTyvYTEnpEbJtTHTrH7j
IDsK1T8FwrdrlETYk0iPVTyvYTEnpEbJtTHTrH7j;7 = 0;RKREjDmCm1LkumINvC9l8YDXB0E1i6KfGizx3bh6;HXjUTewpCk2QZtjicUXJt2KsN8Jk50kU7xYWKzBi
HXjUTewpCk2QZtjicUXJt2KsN8Jk50kU7xYWKzBi;5 = 0;Isx0KBuiIIYTrsAQSzAIVfiBVpJcpmXzWHSxXCXc;BzsjTMUNYdBsjffPsrSAE7J4DKrCgAYAFA8mwGDm
BzsjTMUNYdBsjffPsrSAE7J4DKrCgAYAFA8mwGDm;17 = 0;cCHIYVpnoHFYjP7iax91dfYjQQeY3Pa7imM6bqsg;Jz0q5jM97dnAMSbR564gNnMQfBndVpQ93vXkB1Rq
Jz0q5jM97dnAMSbR564gNnMQfBndVpQ93vXkB1Rq;21 = 0;eOQqYITBHVtXDqt1xqWKbBmzYN3wGsEIfBCPaNKt;SW0kyMmxrUCgfYxY2decNKfYJJF4SSGp7Q1BMSIy
SW0kyMmxrUCgfYxY2decNKfYJJF4SSGp7Q1BMSIy;0 = 0;!0;!0
eOQqYITBHVtXDqt1xqWKbBmzYN3wGsEIfBCPaNKt;0 = 0;!1;!1
cCHIYVpnoHFYjP7iax91dfYjQQeY3Pa7imM6bqsg;0 = 0;!1;!1
Isx0KBuiIIYTrsAQSzAIVfiBVpJcpmXzWHSxXCXc;17 = 0;!2;!5
RKREjDmCm1LkumINvC9l8YDXB0E1i6KfGizx3bh6;5 = 0;!2;!1
PYwjvG0J7JUCmbtSsm8YlyRT2SnPVtUTiqDX7kfs;4 = 0;vQPNYby5eFj9rwIdQb6vVx8aAQoZT6bvGkiFgxOK;NBnVV9mN6yuprRmTWkSdNcwWLmfeSj6S3TiWxuXr
NBnVV9mN6yuprRmTWkSdNcwWLmfeSj6S3TiWxuXr;15 = 0;NMv423iuXcgpgoC0mTdjD73xMraLm2I00nVOFn8k;LI95pNjTD4nVV3DTPMnfv8t3hTHvFfyLuwurpUZk
LI95pNjTD4nVV3DTPMnfv8t3hTHvFfyLuwurpUZk;8 = 0;TEdeyffseET62zWIjO924lFVuskeyXn14pmX0cpZ;clPlRJ339TKPsDZOcP2UGlaj6pM9ySJIYpd7j3tc
clPlRJ339TKPsDZOcP2UGlaj6pM9ySJIYpd7j3tc;0 = 0;!1;!1
TEdeyffseET62zWIjO924lFVuskeyXn14pmX0cpZ;0 = 0;!1;!1
NMv423iuXcgpgoC0mTdjD73xMraLm2I00nVOFn8k;8 = 0;tSolRLyKIeWpSCqgA6HL7W2uK2PRS6o0UjYLCgTA;8zxZhjxZiLUwHenYuvsveAF6JCDjt61hoxJZXyCg
8zxZhjxZiLUwHenYuvsveAF6JCDjt61hoxJZXyCg;0 = 0;!5;!5
tSolRLyKIeWpSCqgA6HL7W2uK2PRS6o0UjYLCgTA;0 = 0;!4;!4
vQPNYby5eFj9rwIdQb6vVx8aAQoZT6bvGkiFgxOK;0 = 0;!3;!3
dgF9RsEhkRdXjm1PiFz9wLBOaKkQoVCNMM20M1IY;32 = 0;HEYGa7VInHlbqW9QHxUmZwqER7iFZz2qhLyWgQQ9;AVKuYDFRaPhm6LPUjwWXrAUEw25luII2jMaZjnpL
